Player,League,Squad,Country,Position,Annualized Salary
U. Masarweh,C,Spicy Gophers,Esia,DF,12620000
X. Asiku,C,Spicy Gophers,Esia,DF,13290000
E. Byekwaso,C,Spicy Gophers,Nganion,DF,23010000
A. Soltani,C,Spicy Gophers,Southern Ristan,DF,20030000
H. Jaber,C,Spicy Gophers,Eastern Niasland,FW,4760000
H. Nagy,C,Spicy Gophers,Western Niasland,FW,26480000
A. Blanchard,C,Spicy Gophers,Esia,FWDF,28570000
U. Rees,C,Spicy Gophers,Dosqaly,FWMF,24370000
C. Ntale,C,Spicy Gophers,Esia,FWMF,18680000
I. Dehghani,C,Spicy Gophers,Esia,FWMF,26990000
M. Almalki,C,Spicy Gophers,Esia,FWMF,21240000
X. Lunyolo,C,Spicy Gophers,Esia,FWMF,14800000
C. Mari?,C,Spicy Gophers,Giumle Lizeibon,FWMF,28460000
I. Bitton,C,Spicy Gophers,Esia,GK,11030000
G. Moradi,C,Spicy Gophers,Esia,MF,30930000
U. Tweheyo,C,Spicy Gophers,Esia,MF,4760000
R. Kirya,C,Spicy Gophers,Giumle Lizeibon,MF,22360000
V. Kiggundu,C,Spicy Gophers,Southern Ristan,MF,13980000
F. Dutta,C,Spicy Gophers,Tabhu Striary,MF,16490000
E. Nambafu,C,Spicy Gophers,Esia,MFDF,13820000
C. Richard,C,Spicy Gophers,Esia,MFFW,14380000
H. Musiime,C,Spicy Gophers,Esia,MFFW,34840000
M. Ebong,C,Spicy Gophers,Esia,MFFW,38750000
V. Okongo,C,Spicy Gophers,Esia,MFFW,30740000
I. Nakato,C,Supreme Jaguars,Coastpa Barleslands,DF,24010000
M. Lunkuse,C,Supreme Jaguars,Dosqaly,DF,19540000
X. Phiri,C,Supreme Jaguars,Dosqaly,DF,12600000
S. Kyobutungi,C,Supreme Jaguars,Esia,DF,19000000
X. Kurnia,C,Supreme Jaguars,Esia,DF,17490000
S. Phillips,C,Supreme Jaguars,Nganion,DF,12420000
A. Berisha,C,Supreme Jaguars,People's Land of Maneau,DF,16850000
I. Öztürk,C,Supreme Jaguars,Rosvi,DF,22740000
I. Ssentongo,C,Supreme Jaguars,Varijitri Isles,DF,14420000
Y. Iwasaki,C,Supreme Jaguars,Esia,DFMF,23340000
M. Piotrowski,C,Supreme Jaguars,Esia,FW,30550000
M. Ssemwanga,C,Supreme Jaguars,Giumle Lizeibon,FW,26450000
Z. Matsui,C,Supreme Jaguars,Giumle Lizeibon,FW,28950000
F. Quansah,C,Supreme Jaguars,Southern Ristan,FW,30580000
M. Colombo,C,Supreme Jaguars,Djipines,FWMF,15980000
M. Ebong,C,Supreme Jaguars,Esia,FWMF,24730000
L. Jung,C,Supreme Jaguars,Rarita,FWMF,23690000
S. Feldman,C,Supreme Jaguars,Esia,GK,16140000
W. Meiyr,C,Supreme Jaguars,Esia,GK,22980000
E. Orishaba,C,Supreme Jaguars,Esia,MF,7390000
G. Waswa,C,Supreme Jaguars,Esia,MF,32330000
Q. Demir,C,Supreme Jaguars,Esia,MF,11870000
X. Seidu,C,Supreme Jaguars,Giumle Lizeibon,MF,24060000
G. António,C,Supreme Jaguars,Nganion,MF,9000000
K. Ntege,C,Supreme Jaguars,Slandsganiamayotteque,MFDF,29600000
J. Muianga,C,Supreme Jaguars,Biarizea,MFFW,26060000
L. Kaur,C,Supreme Jaguars,Biarizea,MFFW,24470000
A. Guo,C,Supreme Jaguars,Esia,MFFW,4860000
M. Kakaire,C,Supreme Jaguars,Sobianitedrucy,MFFW,32020000
U. Kyoshabire,C,Ultimate Dolphins,Central Democracy of Boekrainego,DF,19730000
B. Klemen?i?,C,Ultimate Dolphins,Dosqaly,DF,10770000
B. Mangwiro,C,Ultimate Dolphins,Dosqaly,DF,28160000
L. Mitchell,C,Ultimate Dolphins,Esia,DF,10250000
V. Inoue,C,Ultimate Dolphins,Giumle Lizeibon,DF,21830000
N. Quinn,C,Ultimate Dolphins,Nganion,DF,13480000
Z. Nassolo,C,Ultimate Dolphins,Rarita,DF,15200000
M. Schwartz,C,Ultimate Dolphins,Slandsganiamayotteque,DF,8670000
K. Yousef,C,Ultimate Dolphins,Esia,DFFW,17170000
D. Mirembe,C,Ultimate Dolphins,Nganion,DFMF,8590000
J. De Smet,C,Ultimate Dolphins,Esia,FW,12000000
"I. Van Dijk, Van Dyk",C,Ultimate Dolphins,Nancipenuaroe,FW,5850000
S. Y?lmaz,C,Ultimate Dolphins,Nkasland Cronestan,FW,30910000
B. Mpofu,C,Ultimate Dolphins,Byasier Pujan,FWMF,27660000
M. Sakai,C,Ultimate Dolphins,Dosqaly,FWMF,27550000
I. Low,C,Ultimate Dolphins,Dozstan,FWMF,3190000
Y. Nartey,C,Ultimate Dolphins,Esia,FWMF,32400000
R. Kato,C,Ultimate Dolphins,Manlisgamncent,FWMF,28250000
A. Lucas,C,Ultimate Dolphins,Esia,GK,10040000
B. Harahap,C,Ultimate Dolphins,Esia,GK,24420000
U. Oola,C,Ultimate Dolphins,Dosqaly,MF,28420000
J. Halvorsen,C,Ultimate Dolphins,Esia,MF,5300000
T. Astuti,C,Ultimate Dolphins,Esia,MF,37390000
X. Durand,C,Ultimate Dolphins,Greri Landmoslands,MF,14060000
I. Aidoo,C,Ultimate Dolphins,Nganion,MF,26990000
G. Nisha,C,Ultimate Dolphins,Esia,MFDF,15770000
W. D'amico,C,Ultimate Dolphins,Dosqaly,MFFW,16480000
O. Nairuba,C,Ultimate Dolphins,Esia,MFFW,31850000
G. Ochwo,C,Ultimate Dolphins,Lefghau,MFFW,28420000
O. Kyomukama,C,Ultimate Longhorns,Dosqaly,DF,15530000
F. Mutandwa,C,Ultimate Longhorns,Esia,DF,22810000
W. Longwe,C,Ultimate Longhorns,Giumle Lizeibon,DF,14420000
K. Marufu,C,Ultimate Longhorns,Imaar Vircoand,DF,26100000
S. Nadunga,C,Ultimate Longhorns,Iverde,DF,9680000
F. Asare,C,Ultimate Longhorns,Reugha,DF,24580000
R. Magaya,C,Ultimate Longhorns,Esia,DFMF,22280000
H. Marroquín,C,Ultimate Longhorns,Giumle Lizeibon,DFMF,26710000
D. Amongi,C,Ultimate Longhorns,Lylimi,DFMF,7690000
J. Namale,C,Ultimate Longhorns,Rosvi,DFMF,33280000
Y. Romano,C,Ultimate Longhorns,Slandsganiamayotteque,DFMF,14440000
U. Duval,C,Ultimate Longhorns,Byasier Pujan,FW,24320000
K. Nasution,C,Ultimate Longhorns,Greri Landmoslands,FW,30100000
U. Den,C,Ultimate Longhorns,Greri Landmoslands,FW,34220000
G. Muleya,C,Ultimate Longhorns,Manlisgamncent,FW,21520000
J. Matsui,C,Ultimate Longhorns,Rosvi,FW,7710000
T. Obong,C,Ultimate Longhorns,Esia,GK,10340000
Y. Hahn,C,Ultimate Longhorns,Esia,GK,11750000
U. Ndagire,C,Ultimate Longhorns,Mico,GK,15280000
F. Nakimuli,C,Ultimate Longhorns,Esia,MF,30280000
I. Kyalisiima,C,Ultimate Longhorns,Esia,MF,20930000
F. Schmitt,C,Ultimate Longhorns,Quewenia,MF,16890000
Q. Ow,C,Ultimate Longhorns,Quewenia,MF,24130000
C. Taban,C,Ultimate Longhorns,Byasier Pujan,MFFW,12160000
C. Asadi,C,Ultimate Longhorns,Lylimi,MFFW,25150000
M. Muhindo,C,Ultimate Longhorns,Rarita,MFFW,15460000
B. Jalali,C,Ultimate Longhorns,Rosvi,MFFW,18690000
Y. Turyahabwe,C,Weak Chargers,Byasier Pujan,DF,6630000
A. Aceng,C,Weak Chargers,Esia,DF,14720000
C. Namugga,C,Weak Chargers,Esia,DF,19380000
H. Weber,C,Weak Chargers,Esia,DF,22810000
O. Sánchez,C,Weak Chargers,Esia,DF,23260000
A. Al-Ghamdi,C,Weak Chargers,Ledian,DF,11420000
L. Oroma,C,Weak Chargers,Southern Ristan,DF,16500000
Z. Möller,C,Weak Chargers,Central Republic of Boekrainego,DFFW,16770000
J. Okullo,C,Weak Chargers,Esia,DFFW,26150000
P. Nyondo,C,Weak Chargers,Byasier Pujan,FW,17950000
B. Acio,C,Weak Chargers,Esia,FW,23820000
B. Hadži?,C,Weak Chargers,Esia,FW,23770000
T. Sarkar,C,Weak Chargers,Unicorporated Tiagascar,FW,29840000
F. Kinnunen,C,Weak Chargers,Central Diasongo,FWMF,28490000
A. Mwesigwa,C,Weak Chargers,Esia,FWMF,16480000
B. Razaee,C,Weak Chargers,Esia,FWMF,30400000
I. Ly,C,Weak Chargers,Esia,FWMF,21650000
Z. Mayr,C,Weak Chargers,Lefghau,FWMF,30630000
Q. Virtanen,C,Weak Chargers,Nkasland Cronestan,FWMF,25500000
H. Driscoll,C,Weak Chargers,Southern Ristan,FWMF,30230000
B. Shimada,C,Weak Chargers,Esia,GK,8530000
C. Nakajima,C,Weak Chargers,Esia,GK,14140000
P. Wan,C,Weak Chargers,Redohrainbri,GK,17840000
G. Kaya,C,Weak Chargers,Esia,MF,11930000
U. Colin,C,Weak Chargers,Esia,MF,26430000
L. Rahimi,C,Weak Chargers,Galamily,MF,27090000
G. O'Brien,C,Weak Chargers,Imaar Vircoand,MF,18420000
C. Nambooze,C,Weak Chargers,Redohrainbri,MF,17270000
B. Muhanguzi,C,Weak Chargers,Rosvi,MF,21510000
U. Tkachenko,C,Weak Chargers,Byasier Pujan,MFFW,21740000
X. Namuyanja,C,Weak Chargers,Esia,MFFW,15680000
V. Namayanja,C,Weak Chargers,Ledian,MFFW,27080000
I. binti Omar,C,White Firebirds,Djipines,DF,21170000
A. Chelimo,C,White Firebirds,Dosqaly,DF,20160000
W. Aubert,C,White Firebirds,Dosqaly,DF,21840000
T. Hermawan,C,White Firebirds,Esia,DF,22240000
U. Adjei,C,White Firebirds,Esia,DF,26480000
H. Marroquín,C,White Firebirds,Giumle Lizeibon,DF,19930000
S. Onencan,C,White Firebirds,Janmico,DF,35810000
H. Yong,C,White Firebirds,New Uwi,DF,14900000
E. Hor,C,White Firebirds,Nganion,DF,19880000
Y. Thungu,C,White Firebirds,Rarita,DF,24080000
Q. Günther,C,White Firebirds,Esia,FW,30450000
X. Natamba,C,White Firebirds,Esia,FW,3330000
K. Jakobsson,C,White Firebirds,Galamily,FW,32620000
X. James,C,White Firebirds,Mico,FW,34510000
M. Bonnet,C,White Firebirds,Giumle Lizeibon,FWMF,21300000
Z. Mayr,C,White Firebirds,Lefghau,FWMF,28540000
E. Tushemereirwe,C,White Firebirds,New Uwi,GK,13720000
A. Bagonza,C,White Firebirds,Quewenia,GK,9820000
A. Mucunguzi,C,White Firebirds,Esia,MF,12240000
I. Thungu,C,White Firebirds,Esia,MF,12060000
R. Zamani,C,White Firebirds,Giumle Lizeibon,MF,30260000
I. Diallo,C,White Firebirds,Reugha,MF,23110000
C. Fuentes,C,White Firebirds,Saintu,MF,36070000
W. Zarei,C,White Firebirds,Slandsganiamayotteque,MFDF,14520000
Z. Eshun,C,White Firebirds,Dosqaly,MFFW,27130000
W. Isah,C,White Firebirds,Giumle Lizeibon,MFFW,34840000
J. Pedro,C,White Firebirds,Nganion,MFFW,34190000
L. Barman,C,White Firebirds,People's Land of Maneau,MFFW,37110000
P. Uddin,C,White Firebirds,Xikong,MFFW,26880000
X. Tambala,D,Coy Sunbirds,Dosqaly,DF,14520000
F. Rácz,D,Coy Sunbirds,Greri Landmoslands,DF,10850000
E. Manhica,D,Coy Sunbirds,Moaithe,DF,22080000
I. Janssens,D,Coy Sunbirds,Sobianitedrucy,DF,20510000
J. Otoo,D,Coy Sunbirds,Sobianitedrucy,DF,6500000
M. Angom,D,Coy Sunbirds,Sobianitedrucy,DF,8600000
W. Ongom,D,Coy Sunbirds,Sobianitedrucy,DF,9670000
S. Owor,D,Coy Sunbirds,Xikong,DF,25340000
U. Molla,D,Coy Sunbirds,Central Diasongo,FW,20930000
N. Katusabe,D,Coy Sunbirds,Mico,FW,29210000
N. Magombo,D,Coy Sunbirds,Sobianitedrucy,FW,22630000
N. Twesigye,D,Coy Sunbirds,Sobianitedrucy,FW,28320000
G. Lubis,D,Coy Sunbirds,Dosqaly,FWMF,17250000
C. Go,D,Coy Sunbirds,Sobianitedrucy,FWMF,27450000
P. Rabiu,D,Coy Sunbirds,Sobianitedrucy,FWMF,36060000
U. Taaka,D,Coy Sunbirds,Xikong,FWMF,28060000
L. Foo,D,Coy Sunbirds,Sobianitedrucy,GK,15710000
X. Dahan,D,Coy Sunbirds,Sobianitedrucy,GK,19540000
Y. Apolot,D,Coy Sunbirds,Janmico,MF,11480000
M. Graham,D,Coy Sunbirds,Lefghau,MF,13300000
I. Teoh,D,Coy Sunbirds,Sobianitedrucy,MF,21060000
K. bin Abu Bakar,D,Coy Sunbirds,Sobianitedrucy,MF,30080000
S. Moradi,D,Coy Sunbirds,Sobianitedrucy,MF,24460000
B. Namazzi,D,Coy Sunbirds,Ledian,MFFW,34640000
Z. Buyinza,D,Coy Sunbirds,Saintu,MFFW,26510000
F. Masango,D,Deranged Defenders,Cabral Retrea,DF,15430000
G. Ribeiro,D,Deranged Defenders,Imaar Vircoand,DF,12730000
L. Zuki?,D,Deranged Defenders,Naguayli,DF,16110000
A. Mitrovi?,D,Deranged Defenders,Sobianitedrucy,DF,1040000
A. Ninsiima,D,Deranged Defenders,Sobianitedrucy,DF,15690000
E. Nilsson,D,Deranged Defenders,Sobianitedrucy,DF,7810000
E. Ow,D,Deranged Defenders,Sobianitedrucy,DF,27020000
F. Rodriguês,D,Deranged Defenders,Sobianitedrucy,DF,13290000
H. Arab,D,Deranged Defenders,Sobianitedrucy,DF,23860000
I. Nuwamanya,D,Deranged Defenders,Sobianitedrucy,DF,16590000
R. Amule,D,Deranged Defenders,Sobianitedrucy,DF,18040000
T. Levy,D,Deranged Defenders,Sobianitedrucy,DF,14690000
R. Paris,D,Deranged Defenders,Western Niasland,DFMF,16000000
T. Nasirumbi,D,Deranged Defenders,Coastpa Barleslands,FW,27680000
I. Shoshan,D,Deranged Defenders,Former Maneau,FW,25620000
A. Makore,D,Deranged Defenders,Sobianitedrucy,FW,19360000
A. Kyarikunda,D,Deranged Defenders,Lefghau,FWMF,25810000
M. Mangena,D,Deranged Defenders,Sobianitedrucy,FWMF,25030000
J. Ashknaziy,D,Deranged Defenders,Lefghau,GK,9120000
G. Nakandi,D,Deranged Defenders,Sobianitedrucy,GK,22340000
U. Nambuya,D,Deranged Defenders,Galamily,MF,23760000
L. Morin,D,Deranged Defenders,Ingre,MF,19060000
L. Nakuya,D,Deranged Defenders,Lenia Gerdanho,MF,19060000
O. Fekete,D,Deranged Defenders,Saintu,MF,21830000
H. Kisembo,D,Deranged Defenders,Sobianitedrucy,MF,19090000
H. Valentini,D,Deranged Defenders,Sobianitedrucy,MF,17190000
R. Kwakye,D,Deranged Defenders,Sobianitedrucy,MF,11310000
T. Nasution,D,Deranged Defenders,Bernepamar,MFFW,35980000
B. Nakandi,D,Deranged Defenders,Sobianitedrucy,MFFW,26160000
K. Driciru,D,Deranged Defenders,Sobianitedrucy,MFFW,33340000
E. Poto?nik,D,Fighting Clippers,Biarizea,DF,17390000
X. Boyko,D,Fighting Clippers,Coastpa Barleslands,DF,25100000
Z. Chavula,D,Fighting Clippers,Greri Landmoslands,DF,20100000
X. Williams,D,Fighting Clippers,Moaithe,DF,21630000
L. Schubert,D,Fighting Clippers,Pierrema,DF,22640000
H. Zare,D,Fighting Clippers,Rarita,DF,15280000
I. Gashi,D,Fighting Clippers,Rosvi,DF,24630000
M. Ayebazibwe,D,Fighting Clippers,Sobianitedrucy,DF,11020000
S. Ningsih,D,Fighting Clippers,Sobianitedrucy,DF,14680000
J. Saidu,D,Fighting Clippers,Nganion,FW,26460000
F. Nyakaisiki,D,Fighting Clippers,Nkasland Cronestan,FW,27750000
F. Akwero,D,Fighting Clippers,Sobianitedrucy,FW,24240000
K. Clark,D,Fighting Clippers,Southern Ristan,FW,26880000
C. Mugabirwe,D,Fighting Clippers,Esia,FWMF,35610000
H. Kirabira,D,Fighting Clippers,Newgan Ruland,FWMF,26880000
R. Namande,D,Fighting Clippers,Nganion,FWMF,25010000
R. Nkosi,D,Fighting Clippers,Sobianitedrucy,FWMF,36630000
N. Busingye,D,Fighting Clippers,Sobianitedrucy,GK,16460000
R. Owere,D,Fighting Clippers,Western Niasland,GK,12960000
Z. Banda,D,Fighting Clippers,Eastern Niasland,MF,29850000
A. Mucunguzi,D,Fighting Clippers,Esia,MF,9090000
M. Delgado,D,Fighting Clippers,Ledian,MF,18260000
R. Gentile,D,Fighting Clippers,Lefghau,MF,24600000
C. Muhammadu,D,Fighting Clippers,Nganion,MF,29820000
Q. Liang,D,Fighting Clippers,Nkasland Cronestan,MF,22510000
W. Joao,D,Fighting Wave,Byasier Pujan,DF,24140000
L. Achen,D,Fighting Wave,Lefghau,DF,18310000
Z. Krajnc,D,Fighting Wave,Lefghau,DF,14050000
H. Kabugho,D,Fighting Wave,Sobianitedrucy,DF,5480000
L. Yulianti,D,Fighting Wave,Sobianitedrucy,DF,12060000
O. Gamal,D,Fighting Wave,Sobianitedrucy,DF,17640000
R. Bogere,D,Fighting Wave,Sobianitedrucy,DF,16140000
S. Nayiga,D,Fighting Wave,Sobianitedrucy,DF,16770000
A. Ansah,D,Fighting Wave,Varijitri Isles,DF,24280000
V. Rocha,D,Fighting Wave,Western Niasland,DF,15870000
L. De Wit,D,Fighting Wave,Greri Landmoslands,FW,29110000
B. Esposito,D,Fighting Wave,Imaar Vircoand,FW,35190000
F. O'Reilly,D,Fighting Wave,Moaithe,FW,12250000
I. Kafeero,D,Fighting Wave,Sobianitedrucy,FW,28610000
V. Ngwira,D,Fighting Wave,Sobianitedrucy,FW,14180000
G. González,D,Fighting Wave,Imaar Vircoand,FWMF,36870000
H. Kelmendi,D,Fighting Wave,Lefghau,FWMF,18630000
J. Vásquez,D,Fighting Wave,Nkasland Cronestan,GK,16820000
A. Amongin,D,Fighting Wave,Sobianitedrucy,GK,8060000
N. Tkachuk,D,Fighting Wave,Sobianitedrucy,GK,14440000
K. Mohammadzadeh,D,Fighting Wave,Djipines,MF,26400000
O. Maulana,D,Fighting Wave,Dosqaly,MF,15730000
T. Yakovenko,D,Fighting Wave,Dosqaly,MF,19520000
V. Owusu,D,Fighting Wave,Esia,MF,24750000
Z. Braun,D,Fighting Wave,Esia,MF,44330000
A. Kalule,D,Fighting Wave,Janmico,MF,21890000
Z. Dhlamini,D,Fighting Wave,Sobianitedrucy,MF,27240000
U. Makoni,D,Fighting Wave,Southern Ristan,MF,7110000
O. Mészáros,D,Fighting Wave,Unicorporated Tiagascar,MF,25090000
Y. Smit,D,Fighting Wave,Sobianitedrucy,MFFW,30730000
E. Mugoya,D,Flying Bombadiers,Byasier Pujan,DF,19940000
H. Bhebhe,D,Flying Bombadiers,Byasier Pujan,DF,15500000
W. Namukose,D,Flying Bombadiers,Coastpa Barleslands,DF,8670000
I. Fernandes,D,Flying Bombadiers,Galamily,DF,14730000
G. Ribeiro,D,Flying Bombadiers,Imaar Vircoand,DF,34180000
N. Mushabe,D,Flying Bombadiers,Lefghau,DF,20660000
B. Angella,D,Flying Bombadiers,Lylimi,DF,19540000
F. Nyiramahoro,D,Flying Bombadiers,Sobianitedrucy,DF,7510000
H. Hsu,D,Flying Bombadiers,Sobianitedrucy,DF,8150000
O. Ahamad,D,Flying Bombadiers,Sobianitedrucy,DF,15760000
G. Abdi,D,Flying Bombadiers,Danan Seekeeling,FW,36400000
E. Munetsi,D,Flying Bombadiers,Imaar Vircoand,FW,32170000
K. Amoding,D,Flying Bombadiers,Northslands,FW,35820000
A. Patal,D,Flying Bombadiers,Sobianitedrucy,FW,34070000
M. Ogbonna,D,Flying Bombadiers,Mico,FWMF,23320000
E. Bošnjak,D,Flying Bombadiers,Northslands,FWMF,26390000
C. Majoni,D,Flying Bombadiers,Sobianitedrucy,FWMF,32080000
O. Night,D,Flying Bombadiers,Sobianitedrucy,FWMF,26840000
V. Razak,D,Flying Bombadiers,Lefghau,GK,8620000
U. Mvula,D,Flying Bombadiers,Nkasland Cronestan,GK,11150000
S. Kor,D,Flying Bombadiers,Byasier Pujan,MF,19650000
Z. Angom,D,Flying Bombadiers,Cuandbo,MF,12270000
O. Bin Abdul Rahman,D,Flying Bombadiers,Imaar Vircoand,MF,27940000
U. Lomongin,D,Flying Bombadiers,Northern Namemo Laand,MF,19290000
A. Shafiee,D,Flying Bombadiers,Quewenia,MF,31540000
P. Arhin,D,Flying Bombadiers,Republic of Denand Landsa,MF,16120000
H. Pichler,D,Flying Bombadiers,Sobianitedrucy,MF,20930000
I. Mushonga,D,Flying Bombadiers,Sobianitedrucy,MF,29750000
V. Ogwal,D,Flying Bombadiers,Sobianitedrucy,MF,7750000
X. Aliru,D,Flying Bombadiers,Xikong,MF,14720000
B. Ozols,D,Flying Bombadiers,Sobianitedrucy,MFFW,10090000
A. Marchenko,D,Hideous Spartans,Ingre,DF,18360000
W. Hamad,D,Hideous Spartans,Kesternsri,DF,6470000
D. Kos,D,Hideous Spartans,Nkasland Cronestan,DF,25220000
E. Ghosh,D,Hideous Spartans,Sobianitedrucy,DF,14940000
E. Németh,D,Hideous Spartans,Sobianitedrucy,DF,10180000
F. Odaga,D,Hideous Spartans,Sobianitedrucy,DF,13490000
K. Nanyondo,D,Hideous Spartans,Sobianitedrucy,DF,33100000
K. Reyes,D,Hideous Spartans,Sobianitedrucy,DF,17290000
O. Barasa,D,Hideous Spartans,Sobianitedrucy,DF,20010000
Y. Mugerwa,D,Hideous Spartans,Sobianitedrucy,DF,22780000
Q. Krasniqi,D,Hideous Spartans,Sobianitedrucy,DFMF,15590000
Z. Njoku,D,Hideous Spartans,Imaar Vircoand,FW,20700000
L. Nanono,D,Hideous Spartans,Sobianitedrucy,FW,18540000
P. Matsumoto,D,Hideous Spartans,Sobianitedrucy,FW,23470000
W. Kisitu,D,Hideous Spartans,Sobianitedrucy,FW,20820000
K. Taremwa,D,Hideous Spartans,Lefghau,FWMF,22340000
C. Reuben,D,Hideous Spartans,Sobianitedrucy,FWMF,8970000
Z. Nyamahunge,D,Hideous Spartans,Lefghau,GK,6380000
Y. Nanyondo,D,Hideous Spartans,Sobianitedrucy,GK,18030000
M. Ngamita,D,Hideous Spartans,Xikong,GK,15070000
G. Achia,D,Hideous Spartans,Imaar Vircoand,MF,17660000
T. Ray,D,Hideous Spartans,Janmico,MF,18360000
V. Persson,D,Hideous Spartans,Kani,MF,9710000
K. Thompson,D,Hideous Spartans,Manlisgamncent,MF,24150000
H. Michel,D,Hideous Spartans,Saintu,MF,13420000
E. Ngoma,D,Hideous Spartans,Sobianitedrucy,MF,1340000
G. Sala,D,Hideous Spartans,Sobianitedrucy,MF,17900000
H. Valentini,D,Hideous Spartans,Sobianitedrucy,MF,8720000
W. Teoh,D,Hideous Spartans,Sobianitedrucy,MF,8550000
Q. Juhász,D,Hideous Spartans,Janmico,MFDF,18770000
A. Nasiru,D,Hideous Spartans,Janmico,MFFW,18550000
F. Contreras,D,Hideous Spartans,Sobianitedrucy,MFFW,34670000
H. Tumukunde,D,Hideous Spartans,Southern Ristan,MFFW,30430000
L. Yusof,D,Marvelous Heels,Byasier Pujan,DF,13610000
D. Adu,D,Marvelous Heels,Esia,DF,24090000
O. Andoh,D,Marvelous Heels,Esia,DF,10370000
N. Alum,D,Marvelous Heels,Imaar Vircoand,DF,27270000
F. He,D,Marvelous Heels,Lefghau,DF,14860000
A. Cheang,D,Marvelous Heels,Manlisgamncent,DF,12060000
V. It?,D,Marvelous Heels,Mico,DF,16940000
J. Atala,D,Marvelous Heels,Moaithe,DF,20340000
C. Manjhi,D,Marvelous Heels,Sobianitedrucy,DF,20960000
F. Ahebwa,D,Marvelous Heels,Sobianitedrucy,DF,20790000
M. Namiiro,D,Marvelous Heels,Sobianitedrucy,DF,7290000
Y. Opio,D,Marvelous Heels,Sobianitedrucy,DF,21360000
A. Acheng,D,Marvelous Heels,Southern Ristan,DF,33090000
C. Gheorghe,D,Marvelous Heels,Central Diasongo,FW,38690000
M. D?browski,D,Marvelous Heels,Northslands,FW,34680000
Z. Ng'ambi,D,Marvelous Heels,Saintu,FW,35870000
N. Yamashita,D,Marvelous Heels,Sobianitedrucy,FW,23040000
Z. Osei,D,Marvelous Heels,Sobianitedrucy,FW,12990000
C. Abramov,D,Marvelous Heels,Western Niasland,FW,30420000
Y. Nambi,D,Marvelous Heels,Western Niasland,FW,34490000
K. Amoding,D,Marvelous Heels,Northslands,FWMF,35310000
A. Kova?evi?,D,Marvelous Heels,Sobianitedrucy,GK,13300000
H. Okafor,D,Marvelous Heels,Sobianitedrucy,GK,13050000
P. Kachingwe,D,Marvelous Heels,Sobianitedrucy,GK,12740000
W. Nabuuma,D,Marvelous Heels,Byasier Pujan,MF,17880000
G. Kaweesa,D,Marvelous Heels,Central Namemo Laand,MF,20340000
H. Adjei,D,Marvelous Heels,Quewenia,MF,22560000
K. Mayanja,D,Marvelous Heels,Bernepamar,MFFW,25390000
D. Pfeiffer,D,Marvelous Heels,Imaar Vircoand,MFFW,35840000
J. Jørgensen,D,Marvelous Heels,Manlisgamncent,MFFW,32490000
J. Laurent,D,Marvelous Patriots,Cabral Retrea,DF,24100000
F. Farkas,D,Marvelous Patriots,Esia,DF,12310000
D. Muwonge,D,Marvelous Patriots,Ingre,DF,7480000
X. Denis,D,Marvelous Patriots,Lefghau,DF,28760000
Z. Longole,D,Marvelous Patriots,Lefghau,DF,20360000
B. Matei,D,Marvelous Patriots,Sobianitedrucy,DF,11070000
C. Obi,D,Marvelous Patriots,Sobianitedrucy,DF,7000000
D. Saleh,D,Marvelous Patriots,Sobianitedrucy,DF,23320000
"L. Van Dijk, Van Dyk",D,Marvelous Patriots,Sobianitedrucy,DF,13930000
P. Natukunda,D,Marvelous Patriots,Sobianitedrucy,DF,9720000
T. Moretti,D,Marvelous Patriots,Sobianitedrucy,DF,13990000
C. Malkah,D,Marvelous Patriots,Varijitri Isles,DF,24950000
S. Obonyo,D,Marvelous Patriots,Central Diasongo,FW,17860000
P. Mukalazi,D,Marvelous Patriots,Ledian,FW,35870000
V. Golob,D,Marvelous Patriots,Sobianitedrucy,FW,37870000
V. Tugume,D,Marvelous Patriots,Sobianitedrucy,FW,35190000
L. Jean,D,Marvelous Patriots,Badad,FWMF,26260000
L. Baidoo,D,Marvelous Patriots,Sobianitedrucy,FWMF,16560000
Y. Acola,D,Marvelous Patriots,Rarita,GK,12290000
G. Hasan,D,Marvelous Patriots,Sobianitedrucy,GK,12270000
K. Huang,D,Marvelous Patriots,Sobianitedrucy,GK,19980000
J. Leroux,D,Marvelous Patriots,Biarizea,MF,10310000
A. Dekker,D,Marvelous Patriots,Nancipenuaroe,MF,23970000
F. Lee,D,Marvelous Patriots,Sobianitedrucy,MF,26370000
M. Chirambo,D,Marvelous Patriots,Sobianitedrucy,MF,14130000
U. David,D,Marvelous Patriots,Sobianitedrucy,MF,10460000
W. Tushabomwe,D,Marvelous Patriots,Zacia Lygia,MF,22580000
N. Colón,D,Marvelous Patriots,Central Diasongo,MFFW,35480000
C. Alum,D,Marvelous Patriots,Rosvi,MFFW,34280000
G. Chimwaza,D,Marvelous Patriots,Sobianitedrucy,MFFW,24510000
Y. Brown,D,Marvelous Patriots,Sobianitedrucy,MFFW,39780000
C. Adong,D,Mean Wolves,Byasier Pujan,DF,8180000
C. Moser,D,Mean Wolves,Byasier Pujan,DF,25330000
D. Henriksen,D,Mean Wolves,Byasier Pujan,DF,10690000
U. Krause,D,Mean Wolves,Dosqaly,DF,9410000
D. Biribawa,D,Mean Wolves,Lefghau,DF,10480000
O. Nanyanzi,D,Mean Wolves,Lefghau,DF,9110000
Y. Gashi,D,Mean Wolves,Mico,DF,7280000
K. Nambi,D,Mean Wolves,Nancipenuaroe,DF,14320000
