Player,League,Squad,Country,Position,Annualized Salary
I. Campbell,C,Serious Cyclones,Esia,FWMF,27960000
V. Wolf,C,Serious Cyclones,Esia,FWMF,24970000
L. Malinga,C,Serious Cyclones,People's Land of Maneau,FWMF,38470000
Q. Sithole,C,Serious Cyclones,Slandsganiamayotteque,FWMF,20640000
I. Permana,C,Serious Cyclones,Southern Ristan,FWMF,32350000
F. Nabunya,C,Serious Cyclones,Quewenia,GK,12180000
M. Zhou,C,Serious Cyclones,Quewenia,GK,24400000
L. Adri,C,Serious Cyclones,Esia,MF,30120000
O. Lakot,C,Serious Cyclones,Mico,MF,19330000
A. Ono,C,Serious Cyclones,People's Land of Maneau,MF,21860000
I. Reilly,C,Serious Cyclones,Southern Ristan,MF,26650000
A. Yusuf,C,Serious Cyclones,Esia,MFFW,34380000
B. Kalyango,C,Serious Cyclones,Lefghau,MFFW,39550000
F. Santana,C,Silver Frogs,Dosqaly,DF,12100000
T. Dietrich,C,Silver Frogs,Dosqaly,DF,17250000
D. Mészáros,C,Silver Frogs,Esia,DF,21510000
N. Suryani,C,Silver Frogs,Lefghau,DF,13360000
F. Mawa,C,Silver Frogs,Manlisgamncent,DF,17860000
W. Okeke,C,Silver Frogs,Quewenia,DF,26660000
M. Nakkazi,C,Silver Frogs,Slandsganiamayotteque,DF,13620000
D. Wahyudi,C,Silver Frogs,Esia,DFMF,38280000
E. Lam,C,Silver Frogs,Byasier Pujan,FW,32160000
O. Lombardi,C,Silver Frogs,Frenchdo Stanser,FW,16890000
A. Nantege,C,Silver Frogs,Lefghau,FW,31660000
I. Kyakimwa,C,Silver Frogs,Lefghau,FW,32620000
F. Blanco,C,Silver Frogs,Manlisgamncent,FW,29290000
I. Khalili,C,Silver Frogs,Esia,FWDF,25640000
C. Wee,C,Silver Frogs,Esia,FWMF,31800000
G. Kwiatkowski,C,Silver Frogs,Nkasland Cronestan,FWMF,28500000
Q. Addo,C,Silver Frogs,Quewenia,FWMF,30930000
S. Achen,C,Silver Frogs,Giumle Lizeibon,GK,21350000
L. Msowoya,C,Silver Frogs,Southern Ristan,GK,9890000
G. Foong,C,Silver Frogs,Esia,MF,24040000
V. Nabukeera,C,Silver Frogs,Esia,MF,31260000
K. Lawino,C,Silver Frogs,Giumle Lizeibon,MF,22440000
J. Munduru,C,Silver Frogs,Varijitri Isles,MF,15440000
P. Takahashi,C,Silver Frogs,Dosqaly,MFDF,20780000
I. Lew,C,Silver Frogs,Esia,MFFW,25210000
Z. Uy,C,Silver Frogs,Quewenia,MFFW,18400000
G. Onencan,C,Spicy Gophers,Byasier Pujan,DF,33460000
D. Musimenta,C,Spicy Gophers,Esia,DF,20790000
D. Steiner,C,Spicy Gophers,Esia,DF,12920000
M. Dufour,C,Spicy Gophers,Esia,DF,12640000
N. Kiss,C,Spicy Gophers,Esia,DF,21100000
E. Byekwaso,C,Spicy Gophers,Nganion,DF,24310000
K. De Angelis,C,Spicy Gophers,Rosvi,DF,17420000
A. Soltani,C,Spicy Gophers,Southern Ristan,DF,21670000
A. Blanchard,C,Spicy Gophers,Esia,DFMF,30790000
A. Mwesigwa,C,Spicy Gophers,Esia,DFMF,22540000
U. Tweheyo,C,Spicy Gophers,Esia,DFMF,4770000
H. Nandawula,C,Spicy Gophers,Mico,DFMF,19030000
L. Bagheri,C,Spicy Gophers,Republic of Denand Landsa,FW,29290000
S. Lokol,C,Spicy Gophers,Republic of Denand Landsa,FW,25760000
G. Bey,C,Spicy Gophers,Xikong,FW,27360000
U. Rees,C,Spicy Gophers,Dosqaly,FWMF,24390000
X. Lunyolo,C,Spicy Gophers,Esia,FWMF,16250000
C. Mari?,C,Spicy Gophers,Giumle Lizeibon,FWMF,30210000
V. Namayanja,C,Spicy Gophers,Ledian,FWMF,22920000
I. Bitton,C,Spicy Gophers,Esia,GK,11890000
P. Galli,C,Spicy Gophers,Esia,GK,16910000
E. Nambafu,C,Spicy Gophers,Esia,MF,14500000
T. Mguni,C,Spicy Gophers,Esia,MF,24270000
F. Dutta,C,Spicy Gophers,Tabhu Striary,MF,17510000
G. Moradi,C,Spicy Gophers,Esia,MFFW,32110000
L. Kofi,C,Spicy Gophers,Esia,MFFW,19450000
V. Okongo,C,Spicy Gophers,Esia,MFFW,30990000
X. De Vries,C,Spicy Gophers,Ingre,MFFW,16250000
I. Nakato,C,Supreme Jaguars,Coastpa Barleslands,DF,25680000
B. Sabano,C,Supreme Jaguars,Esia,DF,17870000
C. Kyaligonza,C,Supreme Jaguars,Esia,DF,12140000
D. Hsu,C,Supreme Jaguars,Esia,DF,6180000
S. Kyobutungi,C,Supreme Jaguars,Esia,DF,19380000
U. Kasande,C,Supreme Jaguars,Esia,DF,23230000
X. Kurnia,C,Supreme Jaguars,Esia,DF,18430000
Y. Iwasaki,C,Supreme Jaguars,Esia,DF,23870000
Z. Chipeta,C,Supreme Jaguars,Esia,DF,14650000
Z. Nicolas,C,Supreme Jaguars,Esia,DF,14850000
I. Öztürk,C,Supreme Jaguars,Rosvi,DF,24590000
I. Ssentongo,C,Supreme Jaguars,Varijitri Isles,DF,14940000
A. Nantege,C,Supreme Jaguars,Lefghau,DFFW,20990000
A. Akoth,C,Supreme Jaguars,Unicorporated Tiagascar,DFMF,23820000
B. Liang,C,Supreme Jaguars,Byasier Pujan,FW,37570000
A. Guo,C,Supreme Jaguars,Esia,FW,5300000
T. Ramos,C,Supreme Jaguars,Esia,FW,30620000
U. Den,C,Supreme Jaguars,Greri Landmoslands,FW,16820000
D. Vanags,C,Supreme Jaguars,Ingre,FW,14260000
C. Paramar,C,Supreme Jaguars,Redohrainbri,FW,5770000
R. Christiansen,C,Supreme Jaguars,Slandsganiamayotteque,FW,29130000
T. Sarkar,C,Supreme Jaguars,Unicorporated Tiagascar,FW,20400000
D. Jansson,C,Supreme Jaguars,Biarizea,FWDF,21790000
U. Tuhaise,C,Supreme Jaguars,Esia,FWDF,24240000
M. Colombo,C,Supreme Jaguars,Djipines,FWMF,17250000
M. Ebong,C,Supreme Jaguars,Esia,FWMF,26280000
X. Seidu,C,Supreme Jaguars,Giumle Lizeibon,FWMF,24470000
L. Jung,C,Supreme Jaguars,Rarita,FWMF,25770000
F. Quansah,C,Supreme Jaguars,Southern Ristan,FWMF,32090000
Q. Nakyeyune,C,Supreme Jaguars,Esia,GK,12260000
J. Ojok,C,Supreme Jaguars,Giumle Lizeibon,GK,6670000
U. Ndagire,C,Supreme Jaguars,Mico,GK,14710000
D. Taaka,C,Supreme Jaguars,Esia,MF,29360000
G. Waswa,C,Supreme Jaguars,Esia,MF,34600000
M. Kyomugisha,C,Supreme Jaguars,Esia,MF,8060000
Q. Demir,C,Supreme Jaguars,Esia,MF,11870000
L. Bitton,C,Supreme Jaguars,Loco Phirema,MF,24630000
G. António,C,Supreme Jaguars,Nganion,MF,9430000
K. Mutero,C,Supreme Jaguars,Pierrema,MF,26870000
X. Phiri,C,Supreme Jaguars,Dosqaly,MFDF,12850000
J. Muianga,C,Supreme Jaguars,Biarizea,MFFW,27020000
L. Kaur,C,Supreme Jaguars,Biarizea,MFFW,24690000
U. Kyoshabire,C,Ultimate Dolphins,Central Democracy of Boekrainego,DF,21070000
F. Baguma,C,Ultimate Dolphins,Coastpa Barleslands,DF,6750000
B. Klemen?i?,C,Ultimate Dolphins,Dosqaly,DF,11280000
B. Mangwiro,C,Ultimate Dolphins,Dosqaly,DF,28930000
L. Mitchell,C,Ultimate Dolphins,Esia,DF,10880000
T. Kowalski,C,Ultimate Dolphins,Manlisgamncent,DF,23900000
Z. Nassolo,C,Ultimate Dolphins,Rarita,DF,15930000
M. Schwartz,C,Ultimate Dolphins,Slandsganiamayotteque,DF,9340000
G. Tamm,C,Ultimate Dolphins,Dosqaly,DFMF,13500000
V. Inoue,C,Ultimate Dolphins,Giumle Lizeibon,DFMF,21960000
D. Mirembe,C,Ultimate Dolphins,Nganion,DFMF,9250000
B. Mpofu,C,Ultimate Dolphins,Byasier Pujan,FW,30200000
W. D'amico,C,Ultimate Dolphins,Dosqaly,FW,17940000
L. Mwase,C,Ultimate Dolphins,Esia,FW,15840000
S. Y?lmaz,C,Ultimate Dolphins,Nkasland Cronestan,FW,32710000
I. bin Yusof,C,Ultimate Dolphins,Central Namemo Laand,FWMF,29910000
M. Sakai,C,Ultimate Dolphins,Dosqaly,FWMF,29110000
J. Halvorsen,C,Ultimate Dolphins,Esia,FWMF,5560000
L. Tu,C,Ultimate Dolphins,Esia,FWMF,32950000
Y. Nartey,C,Ultimate Dolphins,Esia,FWMF,34140000
H. Kelmendi,C,Ultimate Dolphins,Lefghau,FWMF,16250000
B. Harahap,C,Ultimate Dolphins,Esia,GK,24780000
S. Feldman,C,Ultimate Dolphins,Esia,GK,14240000
U. Oola,C,Ultimate Dolphins,Dosqaly,MF,31040000
G. Nisha,C,Ultimate Dolphins,Esia,MF,16000000
O. Nairuba,C,Ultimate Dolphins,Esia,MF,32950000
T. Astuti,C,Ultimate Dolphins,Esia,MF,39650000
T. Mukwaya,C,Ultimate Dolphins,Greri Landmoslands,MF,4310000
I. Nalweyiso,C,Ultimate Dolphins,Nganion,MF,24870000
O. Kyomukama,C,Ultimate Longhorns,Dosqaly,DF,15870000
F. Mutandwa,C,Ultimate Longhorns,Esia,DF,24500000
R. Magaya,C,Ultimate Longhorns,Esia,DF,24380000
W. Longwe,C,Ultimate Longhorns,Giumle Lizeibon,DF,15810000
K. Marufu,C,Ultimate Longhorns,Imaar Vircoand,DF,27530000
B. Abalo,C,Ultimate Longhorns,Lefghau,DF,10390000
F. Asare,C,Ultimate Longhorns,Reugha,DF,25850000
J. Namale,C,Ultimate Longhorns,Rosvi,DF,33480000
Y. Romano,C,Ultimate Longhorns,Slandsganiamayotteque,DF,15440000
D. Amongi,C,Ultimate Longhorns,Lylimi,DFMF,7980000
J. Anguko,C,Ultimate Longhorns,Quewenia,DFMF,29560000
U. Duval,C,Ultimate Longhorns,Byasier Pujan,FW,25150000
K. Nasution,C,Ultimate Longhorns,Greri Landmoslands,FW,33080000
Q. Khumalo,C,Ultimate Longhorns,Esia,FWDF,23650000
F. Claes,C,Ultimate Longhorns,Rosvi,FWMF,29780000
I. Nassiwa,C,Ultimate Longhorns,Esia,GK,17890000
T. Obong,C,Ultimate Longhorns,Esia,GK,11230000
I. Kyalisiima,C,Ultimate Longhorns,Esia,MF,21970000
Q. Ow,C,Ultimate Longhorns,Quewenia,MF,25170000
H. Marroquín,C,Ultimate Longhorns,Giumle Lizeibon,MFDF,28120000
K. Cheung,C,Ultimate Longhorns,Biarizea,MFFW,27990000
O. Arinaitwe,C,Ultimate Longhorns,Central Republic of Boekrainego,MFFW,25110000
C. Mugabirwe,C,Ultimate Longhorns,Esia,MFFW,33740000
F. Nakimuli,C,Ultimate Longhorns,Esia,MFFW,33020000
C. Asadi,C,Ultimate Longhorns,Lylimi,MFFW,27240000
S. Sabano,C,Weak Chargers,Danan Seekeeling,DF,4430000
A. Aceng,C,Weak Chargers,Esia,DF,15610000
C. Namugga,C,Weak Chargers,Esia,DF,20530000
H. Weber,C,Weak Chargers,Esia,DF,23690000
J. Okullo,C,Weak Chargers,Esia,DF,28370000
A. Al-Ghamdi,C,Weak Chargers,Ledian,DF,12110000
L. Oroma,C,Weak Chargers,Southern Ristan,DF,16730000
T. Mlalazi,C,Weak Chargers,Byasier Pujan,DFMF,21360000
D. Nabutono,C,Weak Chargers,Esia,DFMF,33330000
H. Asaba,C,Weak Chargers,Esia,DFMF,15290000
O. Sánchez,C,Weak Chargers,Esia,DFMF,25500000
I. Ly,C,Weak Chargers,Esia,FW,22170000
K. Stern,C,Weak Chargers,Esia,FW,8700000
Q. Virtanen,C,Weak Chargers,Nkasland Cronestan,FW,26160000
H. Nagy,C,Weak Chargers,Western Niasland,FW,23570000
Z. Möller,C,Weak Chargers,Central Republic of Boekrainego,FWDF,17490000
F. Schäfer,C,Weak Chargers,Rosvi,FWDF,34970000
P. Nyondo,C,Weak Chargers,Byasier Pujan,FWMF,18510000
U. Tkachenko,C,Weak Chargers,Byasier Pujan,FWMF,23050000
Z. Mayr,C,Weak Chargers,Lefghau,FWMF,33660000
H. Driscoll,C,Weak Chargers,Southern Ristan,FWMF,32520000
E. Kaddu,C,Weak Chargers,Esia,GK,16980000
P. Wan,C,Weak Chargers,Redohrainbri,GK,19610000
L. Mponda,C,Weak Chargers,Dosqaly,MF,24010000
S. Tenywa,C,Weak Chargers,Dosqaly,MF,26800000
G. Kaya,C,Weak Chargers,Esia,MF,12850000
K. Mugabi,C,Weak Chargers,Esia,MF,5620000
L. Oláh,C,Weak Chargers,Esia,MF,14920000
V. Owusu,C,Weak Chargers,Esia,MF,19700000
L. Rahimi,C,Weak Chargers,Galamily,MF,29080000
G. O'Brien,C,Weak Chargers,Imaar Vircoand,MF,20060000
U. Colin,C,Weak Chargers,Esia,MFDF,26440000
A. Chelimo,C,White Firebirds,Dosqaly,DF,21760000
W. Aubert,C,White Firebirds,Dosqaly,DF,23320000
T. Hermawan,C,White Firebirds,Esia,DF,22820000
U. Adjei,C,White Firebirds,Esia,DF,28580000
H. Yong,C,White Firebirds,New Uwi,DF,15520000
Y. Thungu,C,White Firebirds,Rarita,DF,26070000
K. Amoit,C,White Firebirds,Esia,DFFW,11940000
R. Zamani,C,White Firebirds,Giumle Lizeibon,DFFW,31490000
E. Hor,C,White Firebirds,Nganion,DFFW,19890000
S. Jalali,C,White Firebirds,Esia,DFMF,15910000
W. Zarei,C,White Firebirds,Slandsganiamayotteque,DFMF,15320000
H. Sat?,C,White Firebirds,Byasier Pujan,FW,29600000
X. James,C,White Firebirds,Mico,FW,35250000
Q. Oren,C,White Firebirds,Redohrainbri,FW,27730000
Z. Eshun,C,White Firebirds,Dosqaly,FWMF,27410000
J. Sharon,C,White Firebirds,Landli Blicporlip,FWMF,28600000
P. Uddin,C,White Firebirds,Xikong,FWMF,27520000
E. Tushemereirwe,C,White Firebirds,New Uwi,GK,14770000
G. Aloyo,C,White Firebirds,Nganion,GK,18190000
W. Isah,C,White Firebirds,Giumle Lizeibon,MF,36100000
C. Fuentes,C,White Firebirds,Saintu,MF,37500000
I. Diallo,C,White Firebirds,Reugha,MFDF,23550000
X. Namuyanja,C,White Firebirds,Esia,MFFW,28510000
X. Natamba,C,White Firebirds,Esia,MFFW,3540000
J. Pedro,C,White Firebirds,Nganion,MFFW,36520000
E. Musisi,C,Wicked Gentlefolk,Esia,DF,20640000
M. Addai,C,Wicked Gentlefolk,Esia,DF,23720000
X. Nyaketcho,C,Wicked Gentlefolk,Esia,DF,16430000
C. Byrne,C,Wicked Gentlefolk,Ingre,DF,15980000
L. Mensah,C,Wicked Gentlefolk,Manlisgamncent,DF,14330000
W. Chue,C,Wicked Gentlefolk,Nkasland Cronestan,DF,4950000
B. Nambuya,C,Wicked Gentlefolk,Dosqaly,DFFW,22840000
H. Jaber,C,Wicked Gentlefolk,Eastern Niasland,DFFW,9340000
G. Oduro,C,Wicked Gentlefolk,Esia,DFFW,20770000
V. Roger,C,Wicked Gentlefolk,Esia,DFFW,28990000
I. Romano,C,Wicked Gentlefolk,Iverde,DFFW,15430000
D. Ortíz,C,Wicked Gentlefolk,Lenia Gerdanho,DFFW,36690000
Z. Vilanculos,C,Wicked Gentlefolk,Esia,DFMF,22970000
A. Al-Qahtani,C,Wicked Gentlefolk,Byasier Pujan,FW,16610000
A. Azmi,C,Wicked Gentlefolk,Giumle Lizeibon,FW,28890000
N. Almeida,C,Wicked Gentlefolk,Imaar Vircoand,FWDF,24890000
C. Lim,C,Wicked Gentlefolk,Biarizea,FWMF,27450000
I. Moses,C,Wicked Gentlefolk,Esia,FWMF,27600000
P. Namono,C,Wicked Gentlefolk,Esia,FWMF,32630000
X. Lopez,C,Wicked Gentlefolk,Esia,FWMF,34500000
B. Koskinen,C,Wicked Gentlefolk,Esia,GK,16470000
F. Yaakv,C,Wicked Gentlefolk,Quewenia,GK,24620000
X. Alanazi,C,Wicked Gentlefolk,Dosqaly,MF,8940000
A. Goossens,C,Wicked Gentlefolk,Esia,MF,1310000
W. Arifin,C,Wicked Gentlefolk,Esia,MF,7070000
H. Miyazaki,C,Wicked Gentlefolk,Lylimi,MF,29660000
J. Gou,C,Wicked Gentlefolk,Southern Ristan,MF,28820000
J. Hui,C,Wicked Gentlefolk,Esia,MFFW,31320000
O. K?rkli?š,C,Wicked Gentlefolk,Esia,MFFW,24480000
S. Musoki,D,Coy Catamarans,Central Diasongo,DF,30900000
D. Brunner,D,Coy Catamarans,Greri Landmoslands,DF,30270000
I. Leibowitz,D,Coy Catamarans,Imaar Vircoand,DF,19710000
K. Y?ld?z,D,Coy Catamarans,Nkasland Cronestan,DF,36570000
C. Musubika,D,Coy Catamarans,Saintu,DF,15420000
A. Nekesa,D,Coy Catamarans,Sobianitedrucy,DF,17480000
H. Arab,D,Coy Catamarans,Sobianitedrucy,DF,22730000
L. Kyambadde,D,Coy Catamarans,Sobianitedrucy,DF,12770000
O. Rácz,D,Coy Catamarans,Sobianitedrucy,DF,16990000
S. Ningsih,D,Coy Catamarans,Sobianitedrucy,DF,15660000
S. Chu,D,Coy Catamarans,Republic of Denand Landsa,FW,28580000
G. Sserugo,D,Coy Catamarans,Sobianitedrucy,FW,22160000
C. Haruna,D,Coy Catamarans,Tucamna,FW,16290000
X. Kabugho,D,Coy Catamarans,Cabral Retrea,FWMF,13470000
Z. Shaikh,D,Coy Catamarans,Dosqaly,FWMF,27080000
G. Mar,D,Coy Catamarans,Pierrema,FWMF,25890000
B. K?l?ç,D,Coy Catamarans,Sobianitedrucy,GK,18600000
F. Jansen,D,Coy Catamarans,Sobianitedrucy,GK,20480000
K. Kanyesigye,D,Coy Catamarans,Sobianitedrucy,GK,7020000
S. Umaru,D,Coy Catamarans,Khstanchi Reabra,MF,32300000
E. Kutosi,D,Coy Catamarans,Lefghau,MF,20860000
A. Nakagawa,D,Coy Catamarans,Manlisgamncent,MF,20000000
U. Ocan,D,Coy Catamarans,Rosvi,MF,25710000
C. Go,D,Coy Catamarans,Sobianitedrucy,MF,33970000
G. Sala,D,Coy Catamarans,Sobianitedrucy,MF,21430000
H. Kisembo,D,Coy Catamarans,Sobianitedrucy,MF,16100000
Y. Ugwu,D,Coy Catamarans,Sobianitedrucy,MF,29300000
A. Zulu,D,Coy Catamarans,Sobianitedrucy,MFDF,26790000
B. Teh,D,Coy Catamarans,Sobianitedrucy,MFDF,29140000
D. Andersson,D,Coy Catamarans,Lefghau,MFFW,30930000
P. Mahmoudi,D,Coy Catamarans,Northern Namemo Laand,MFFW,12530000
X. Tambala,D,Coy Sunbirds,Dosqaly,DF,15610000
F. Rácz,D,Coy Sunbirds,Greri Landmoslands,DF,10920000
P. Narvaez,D,Coy Sunbirds,Imaar Vircoand,DF,16980000
G. Miyasaki,D,Coy Sunbirds,Ingre,DF,8960000
E. Manhica,D,Coy Sunbirds,Moaithe,DF,22320000
X. Ssenyonjo,D,Coy Sunbirds,New Uwi,DF,17240000
H. Young,D,Coy Sunbirds,Sobianitedrucy,DF,16540000
I. Janssens,D,Coy Sunbirds,Sobianitedrucy,DF,22030000
J. Otoo,D,Coy Sunbirds,Sobianitedrucy,DF,6960000
O. Ahamad,D,Coy Sunbirds,Sobianitedrucy,DF,15720000
T. Okoro,D,Coy Sunbirds,Sobianitedrucy,DF,26580000
W. Ongom,D,Coy Sunbirds,Sobianitedrucy,DF,10320000
E. Wabwire,D,Coy Sunbirds,Southern Ristan,DF,16360000
Q. Chunga,D,Coy Sunbirds,Southern Ristan,DF,11500000
S. Owor,D,Coy Sunbirds,Xikong,DF,27580000
S. Barry,D,Coy Sunbirds,Zamlie Niabangthe,DF,19640000
U. Molla,D,Coy Sunbirds,Central Diasongo,FW,21250000
N. Katusabe,D,Coy Sunbirds,Mico,FW,30850000
I. Zia,D,Coy Sunbirds,Sobianitedrucy,FW,26110000
L. Muñoz,D,Coy Sunbirds,Sobianitedrucy,FW,6700000
N. Magombo,D,Coy Sunbirds,Sobianitedrucy,FW,24880000
N. Twesigye,D,Coy Sunbirds,Sobianitedrucy,FW,30880000
B. Mpofu,D,Coy Sunbirds,Byasier Pujan,FWMF,17890000
R. Lau,D,Coy Sunbirds,Cabral Retrea,FWMF,25530000
X. Tembe,D,Coy Sunbirds,Cabral Retrea,FWMF,29470000
R. Saad,D,Coy Sunbirds,Central Diasongo,FWMF,25740000
G. Lubis,D,Coy Sunbirds,Dosqaly,FWMF,17470000
D. Jafari,D,Coy Sunbirds,Imaar Vircoand,FWMF,36250000
C. Go,D,Coy Sunbirds,Sobianitedrucy,FWMF,29560000
T. Fontaine,D,Coy Sunbirds,Sobianitedrucy,FWMF,14940000
L. Foo,D,Coy Sunbirds,Sobianitedrucy,GK,16230000
X. Dahan,D,Coy Sunbirds,Sobianitedrucy,GK,20490000
I. Masson,D,Coy Sunbirds,Central Diasongo,MF,18470000
Q. Loeng,D,Coy Sunbirds,Dosqaly,MF,12930000
Y. Apolot,D,Coy Sunbirds,Janmico,MF,12560000
M. Graham,D,Coy Sunbirds,Lefghau,MF,14040000
H. Dahan,D,Coy Sunbirds,New Uwi,MF,39390000
P. Alharbi,D,Coy Sunbirds,Quewenia,MF,21970000
Z. Buyinza,D,Coy Sunbirds,Saintu,MF,28630000
S. Moradi,D,Coy Sunbirds,Sobianitedrucy,MF,25690000
K. bin Abu Bakar,D,Coy Sunbirds,Sobianitedrucy,MFDF,31230000
B. Namazzi,D,Coy Sunbirds,Ledian,MFFW,35970000
X. Boyko,D,Fighting Clippers,Coastpa Barleslands,DF,25550000
Z. Chavula,D,Fighting Clippers,Greri Landmoslands,DF,20690000
B. Colin,D,Fighting Clippers,Loco Phirema,DF,4890000
X. Williams,D,Fighting Clippers,Moaithe,DF,23070000
H. Zare,D,Fighting Clippers,Rarita,DF,15430000
I. Gashi,D,Fighting Clippers,Rosvi,DF,25690000
M. Ayebazibwe,D,Fighting Clippers,Sobianitedrucy,DF,11590000
L. Schubert,D,Fighting Clippers,Pierrema,DFFW,24140000
H. Kirabira,D,Fighting Clippers,Newgan Ruland,FW,28410000
K. Sekh,D,Fighting Clippers,Republic of Denand Landsa,FW,32700000
A. Schumacher,D,Fighting Clippers,Sobianitedrucy,FW,18200000
F. Akwero,D,Fighting Clippers,Sobianitedrucy,FW,25910000
R. Nkosi,D,Fighting Clippers,Sobianitedrucy,FW,39160000
Z. Nakayama,D,Fighting Clippers,Sobianitedrucy,FW,31300000
J. Saidu,D,Fighting Clippers,Nganion,FWMF,28870000
K. Clark,D,Fighting Clippers,Southern Ristan,FWMF,28530000
N. Busingye,D,Fighting Clippers,Sobianitedrucy,GK,17410000
R. Owere,D,Fighting Clippers,Western Niasland,GK,14160000
I. Brown,D,Fighting Clippers,Dosqaly,MF,26650000
A. Mucunguzi,D,Fighting Clippers,Esia,MF,10000000
M. Delgado,D,Fighting Clippers,Ledian,MF,19700000
C. Muhammadu,D,Fighting Clippers,Nganion,MF,30850000
Q. Liang,D,Fighting Clippers,Nkasland Cronestan,MF,24760000
E. Poto?nik,D,Fighting Clippers,Biarizea,MFFW,19090000
Z. Banda,D,Fighting Clippers,Eastern Niasland,MFFW,31770000
W. Joao,D,Fighting Wave,Byasier Pujan,DF,24660000
N. Cudjoe,D,Fighting Wave,Cabral Retrea,DF,6110000
L. Achen,D,Fighting Wave,Lefghau,DF,18600000
Z. Krajnc,D,Fighting Wave,Lefghau,DF,15340000
L. Yulianti,D,Fighting Wave,Sobianitedrucy,DF,12860000
O. Gamal,D,Fighting Wave,Sobianitedrucy,DF,19030000
R. Bogere,D,Fighting Wave,Sobianitedrucy,DF,17730000
S. Nayiga,D,Fighting Wave,Sobianitedrucy,DF,17190000
A. Ansah,D,Fighting Wave,Varijitri Isles,DF,25520000
Y. Smit,D,Fighting Wave,Sobianitedrucy,DFMF,30780000
V. Rocha,D,Fighting Wave,Western Niasland,DFMF,16460000
L. De Wit,D,Fighting Wave,Greri Landmoslands,FW,30540000
G. González,D,Fighting Wave,Imaar Vircoand,FW,39770000
G. Owusu,D,Fighting Wave,Nganion,FW,28680000
E. Kiyingi,D,Fighting Wave,Sobianitedrucy,FWMF,34180000
J. Vásquez,D,Fighting Wave,Nkasland Cronestan,GK,17430000
A. Amongin,D,Fighting Wave,Sobianitedrucy,GK,8340000
N. Tkachuk,D,Fighting Wave,Sobianitedrucy,GK,15100000
K. Mohammadzadeh,D,Fighting Wave,Djipines,MF,26680000
O. Maulana,D,Fighting Wave,Dosqaly,MF,16510000
N. Garza,D,Fighting Wave,Greri Landmoslands,MF,8240000
A. Kalule,D,Fighting Wave,Janmico,MF,22920000
M. Opoku,D,Fighting Wave,Lefghau,MF,33150000
F. O'Reilly,D,Fighting Wave,Moaithe,MF,12420000
K. Ntege,D,Fighting Wave,Slandsganiamayotteque,MF,29270000
P. Bonnet,D,Fighting Wave,Sobianitedrucy,MF,3620000
P. Mlotshwa,D,Fighting Wave,Sobianitedrucy,MFDF,30950000
W. Katamba,D,Fighting Wave,Sobianitedrucy,MFDF,9920000
H. Kelmendi,D,Fighting Wave,Lefghau,MFFW,18760000
U. Taaka,D,Fighting Wave,Xikong,MFFW,28800000
E. Mugoya,D,Flying Bombadiers,Byasier Pujan,DF,21430000
H. Bhebhe,D,Flying Bombadiers,Byasier Pujan,DF,16430000
W. Namukose,D,Flying Bombadiers,Coastpa Barleslands,DF,9250000
G. Matsika,D,Flying Bombadiers,Deshslands Landdenhai,DF,9870000
W. Aciro,D,Flying Bombadiers,Dosqaly,DF,19820000
G. Ribeiro,D,Flying Bombadiers,Imaar Vircoand,DF,34770000
N. Mushabe,D,Flying Bombadiers,Lefghau,DF,22510000
B. Angella,D,Flying Bombadiers,Lylimi,DF,20470000
M. Wu,D,Flying Bombadiers,Ngoque Blicri,DF,16100000
E. Bošnjak,D,Flying Bombadiers,Northslands,DF,28100000
G. Neumbe,D,Flying Bombadiers,Sobianitedrucy,DF,31830000
K. Nanyondo,D,Flying Bombadiers,Sobianitedrucy,DF,27780000
K. Othman,D,Flying Bombadiers,Sobianitedrucy,DF,13400000
M. Namusisi,D,Flying Bombadiers,Sobianitedrucy,DF,8560000
R. Arineitwe,D,Flying Bombadiers,Sobianitedrucy,DF,5220000
U. Lomongin,D,Flying Bombadiers,Northern Namemo Laand,DFMF,20560000
G. Abdi,D,Flying Bombadiers,Danan Seekeeling,FW,37470000
E. Munetsi,D,Flying Bombadiers,Imaar Vircoand,FW,33540000
B. Bernardi,D,Flying Bombadiers,Sobianitedrucy,FW,7410000
O. Acayo,D,Flying Bombadiers,Sobianitedrucy,FW,13500000
O. Mor,D,Flying Bombadiers,Sobianitedrucy,FW,10680000
M. Ogbonna,D,Flying Bombadiers,Mico,FWDF,24350000
K. Amoding,D,Flying Bombadiers,Northslands,FWMF,36770000
C. Majoni,D,Flying Bombadiers,Sobianitedrucy,FWMF,35250000
N. Cheng,D,Flying Bombadiers,Sobianitedrucy,FWMF,37760000
O. Night,D,Flying Bombadiers,Sobianitedrucy,FWMF,29440000
V. Razak,D,Flying Bombadiers,Lefghau,GK,9030000
U. Mvula,D,Flying Bombadiers,Nkasland Cronestan,GK,11410000
D. Chiba,D,Flying Bombadiers,Sobianitedrucy,GK,17950000
S. Kor,D,Flying Bombadiers,Byasier Pujan,MF,21330000
Z. Angom,D,Flying Bombadiers,Cuandbo,MF,12890000
O. Bin Abdul Rahman,D,Flying Bombadiers,Imaar Vircoand,MF,30630000
Y. Lawan,D,Flying Bombadiers,Nkasland Cronestan,MF,11090000
H. Pichler,D,Flying Bombadiers,Sobianitedrucy,MF,22570000
I. Mushonga,D,Flying Bombadiers,Sobianitedrucy,MF,32690000
X. Zalwango,D,Flying Bombadiers,Sobianitedrucy,MF,24980000
